month,region,merchant_category,card_type,transaction_volume,avg_transaction_usd,interchange_rate,revenue_usd,acceptance_rate
2024-07-01,Middle East & Africa,Retail,Debit,1023013,42.92,0.0175,768380.0,0.8308
2024-07-01,Middle East & Africa,Retail,Prepaid,276061,28.92,0.0176,140533.24,0.8342
2024-07-01,Middle East & Africa,Travel,Credit,1288113,84.57,0.0227,2472920.44,0.8275
2024-07-01,Middle East & Africa,Travel,Debit,1022098,44.07,0.0219,986563.97,0.8346
2024-07-01,Middle East & Africa,Travel,Prepaid,245225,28.25,0.0224,155157.43,0.8275
2024-07-01,Middle East & Africa,Dining,Credit,1376088,82.16,0.0197,2227292.86,0.824
2024-07-01,Middle East & Africa,Dining,Debit,927135,40.15,0.0192,714697.42,0.8275
2024-07-01,Middle East & Africa,Dining,Prepaid,247033,27.51,0.0195,132501.46,0.8334
2024-07-01,Middle East & Africa,Healthcare,Credit,1286329,88.04,0.0103,1166500.22,0.8381
2024-07-01,Middle East & Africa,Healthcare,Debit,1000707,43.94,0.0156,686005.48,0.8347
2024-07-01,Middle East & Africa,Healthcare,Prepaid,273152,29.03,0.0165,130828.23,0.8238
2024-07-01,Middle East & Africa,E-commerce,Credit,1409171,86.8,0.0236,2886554.06,0.8355
2024-07-01,Middle East & Africa,E-commerce,Debit,1013497,41.96,0.0243,1033284.68,0.8313
2024-07-01,Middle East & Africa,E-commerce,Prepaid,246526,27.87,0.0239,164183.18,0.8322
2024-07-01,Middle East & Africa,Fuel,Credit,1412163,85.13,0.0141,1695119.9,0.8263
2024-07-01,Middle East & Africa,Fuel,Debit,1040714,43.89,0.0144,657763.89,0.8271
2024-07-01,Middle East & Africa,Fuel,Prepaid,235621,28.65,0.0147,99238.6,0.8338
2024-08-01,North America,Retail,Credit,6372074,83.79,0.0182,9717840.14,0.9516
2024-08-01,North America,Retail,Debit,4713499,41.7,0.0177,3479361.99,0.9545
2024-08-01,North America,Retail,Prepaid,1187914,27.55,0.0184,602083.69,0.9615
2024-08-01,North America,Travel,Credit,6482605,83.67,0.022,11933045.15,0.9635
2024-08-01,North America,Travel,Debit,4348973,43.19,0.0215,4038609.61,0.9592
2024-08-01,North America,Travel,Prepaid,1159433,27.84,0.0225,726154.06,0.9504
2024-08-01,North America,Dining,Credit,6884823,86.6,0.0192,11447933.56,0.9529
2024-08-01,North America,Dining,Debit,4800182,43.82,0.0191,4017335.89,0.9557
2024-08-01,North America,Dining,Prepaid,1264111,27.64,0.0192,670876.75,0.9678
2024-08-01,North America,Healthcare,Credit,6071429,83.35,0.0159,8045946.2,0.9638
2024-08-01,North America,Healthcare,Debit,4488280,42.86,0.0161,3096796.78,0.9504
2024-08-01,North America,Healthcare,Prepaid,1229022,27.23,0.0156,522137.73,0.9635
2024-08-01,North America,E-commerce,Credit,5911074,87.7,0.0243,12596492.01,0.9694
2024-08-01,North America,E-commerce,Debit,4629413,40.2,0.0235,4373132.19,0.9578
2024-08-01,North America,E-commerce,Prepaid,1279147,27.48,0.0234,822454.16,0.9673
2024-08-01,North America,Fuel,Credit,6042285,87.15,0.0147,7740965.07,0.953
2024-08-01,North America,Fuel,Debit,5057399,42.13,0.0142,3025434.77,0.9506
2024-08-01,North America,Fuel,Prepaid,1263210,28.62,0.0144,520655.32,0.9625
2024-08-01,Europe,Retail,Credit,4542679,86.59,0.0179,7040634.78,0.9468
2024-08-01,Europe,Retail,Debit,3283263,43.06,0.0176,2488256.27,0.9417
2024-08-01,Europe,Retail,Prepaid,908033,27.48,0.0185,461636.07,0.9332
2024-08-01,Europe,Travel,Credit,4639357,85.45,0.0215,8523696.85,0.9419
2024-08-01,Europe,Travel,Debit,3576283,42.8,0.0224,3428654.0,0.9465
2024-08-01,Europe,Travel,Prepaid,948649,28.05,0.0241,641284.55,0.9402
2024-08-01,Europe,Dining,Credit,5001821,81.21,0.0193,7839989.61,0.9475
2024-08-01,Europe,Dining,Debit,3771522,40.37,0.0195,2969257.82,0.94
2024-08-01,Europe,Dining,Prepaid,939104,29.34,0.0195,537244.73,0.9492
2024-08-01,Europe,Healthcare,Credit,5145060,88.07,0.0156,7068509.49,0.9413
2024-08-01,Europe,Healthcare,Debit,3440051,43.1,0.0162,2402104.61,0.9485
2024-08-01,Europe,Healthcare,Prepaid,965222,26.79,0.0155,400790.01,0.9355
2024-08-01,Europe,E-commerce,Credit,4456814,87.46,0.0234,9121047.15,0.9401
2024-08-01,Europe,E-commerce,Debit,3588083,41.64,0.024,3586201.21,0.9438
2024-08-01,Europe,E-commerce,Prepaid,863385,28.32,0.0241,589373.24,0.9358
2024-08-01,Europe,Fuel,Credit,4664712,82.48,0.0145,5578618.14,0.9458
2024-08-01,Europe,Fuel,Debit,3536230,42.56,0.0144,2167433.57,0.9463
2024-08-01,Europe,Fuel,Prepaid,952002,28.56,0.0141,383317.63,0.9443
2024-08-01,Asia Pacific,Retail,Credit,4795642,81.48,0.0175,6838341.65,0.9088
2024-08-01,Asia Pacific,Retail,Debit,3295667,41.2,0.0181,2457586.23,0.9144
2024-08-01,Asia Pacific,Retail,Prepaid,907445,28.58,0.0176,456485.98,0.9137
2024-08-01,Asia Pacific,Travel,Credit,4299365,85.2,0.0226,8278080.48,0.9152
2024-08-01,Asia Pacific,Travel,Debit,3437726,40.43,0.0216,3002355.69,0.9151
2024-08-01,Asia Pacific,Travel,Prepaid,841471,28.76,0.0225,544515.98,0.9014
2024-08-01,Asia Pacific,Dining,Credit,4767027,81.29,0.0192,7440489.71,0.9139
2024-08-01,Asia Pacific,Dining,Debit,3361162,41.81,0.019,2670190.39,0.9075
2024-08-01,Asia Pacific,Dining,Prepaid,873745,27.63,0.0196,473166.74,0.9055
2024-08-01,Asia Pacific,Healthcare,Credit,4255071,86.89,0.0161,5952789.95,0.9051
2024-08-01,Asia Pacific,Healthcare,Debit,3325128,43.52,0.0156,2257692.33,0.9054
2024-08-01,Asia Pacific,Healthcare,Prepaid,869852,27.02,0.0159,373707.36,0.9178
2024-08-01,Asia Pacific,E-commerce,Credit,4803652,88.52,0.0241,10247617.27,0.9144
2024-08-01,Asia Pacific,E-commerce,Debit,3277603,41.65,0.0237,3235204.52,0.914
2024-08-01,Asia Pacific,E-commerce,Prepaid,841820,27.64,0.0234,544545.07,0.91
2024-08-01,Asia Pacific,Fuel,Credit,4835971,87.59,0.0142,6014659.62,0.9188
2024-08-01,Asia Pacific,Fuel,Debit,3561678,41.85,0.0141,2101863.29,0.906
2024-08-01,Asia Pacific,Fuel,Prepaid,922012,28.15,0.0143,371133.6,0.901
2024-08-01,Latin America,Retail,Credit,2035834,83.33,0.0181,3070712.44,0.8721
2024-08-01,Latin America,Retail,Debit,1553541,41.97,0.0181,1180217.76,0.8747
2024-08-01,Latin America,Retail,Prepaid,391161,28.73,0.0184,206775.55,0.8656
2024-08-01,Latin America,Travel,Credit,1969362,82.73,0.0219,3568085.21,0.8673
2024-08-01,Latin America,Travel,Debit,1647456,43.89,0.0225,1627058.15,0.8613
2024-08-01,Latin America,Travel,Prepaid,421549,28.64,0.0225,271610.15,0.8631
2024-08-01,Latin America,Dining,Credit,2148440,84.93,0.0192,3503459.2,0.8623
2024-08-01,Latin America,Dining,Debit,1686804,40.29,0.0197,1338861.92,0.8773
2024-08-01,Latin America,Dining,Prepaid,437338,28.56,0.0195,243582.5,0.8678
2024-08-01,Latin America,Healthcare,Credit,2300593,81.56,0.0156,2927213.59,0.8636
2024-08-01,Latin America,Healthcare,Debit,1642553,42.28,0.0156,1083499.6,0.8689
2024-08-01,Latin America,Healthcare,Prepaid,441741,27.33,0.0157,189548.04,0.8668
2024-08-01,Latin America,E-commerce,Credit,2241154,87.0,0.0243,4738050.87,0.8668
2024-08-01,Latin America,E-commerce,Debit,1505546,40.75,0.0234,1435662.46,0.8749
2024-08-01,Latin America,E-commerce,Prepaid,416773,27.06,0.0235,265032.57,0.8694
2024-08-01,Latin America,Fuel,Credit,2106256,88.95,0.0145,2716577.86,0.8649
2024-08-01,Latin America,Fuel,Debit,1514635,40.4,0.0143,875113.71,0.864
2024-08-01,Latin America,Fuel,Prepaid,423440,28.55,0.0148,178928.22,0.862
2024-08-01,Middle East & Africa,Retail,Credit,1408228,81.53,0.0178,2043550.78,0.8258
2024-08-01,Middle East & Africa,Retail,Debit,954058,42.74,0.018,734047.52,0.826
2024-08-01,Middle East & Africa,Retail,Prepaid,277176,27.73,0.0175,134517.73,0.8292
2024-08-01,Middle East & Africa,Travel,Credit,1389445,84.68,0.0217,2553103.63,0.835
2024-08-01,Middle East & Africa,Travel,Debit,920315,43.39,0.0214,854506.83,0.838
2024-08-01,Middle East & Africa,Travel,Prepaid,241815,27.64,0.0224,149728.67,0.8322
2024-08-01,Middle East & Africa,Dining,Credit,1367337,82.95,0.0196,2223043.19,0.8352
2024-08-01,Middle East & Africa,Dining,Debit,901878,43.69,0.019,748666.23,0.8291
2024-08-01,Middle East & Africa,Dining,Prepaid,241735,28.92,0.02,139830.15,0.8272
2024-08-01,Middle East & Africa,Healthcare,Credit,1238617,82.18,0.016,1628591.27,0.8312
2024-08-01,Middle East & Africa,Healthcare,Debit,1026865,40.02,0.0159,653475.14,0.833
2024-08-01,Middle East & Africa,Healthcare,Prepaid,243545,27.12,0.0157,103712.95,0.8263
2024-08-01,Middle East & Africa,E-commerce,Credit,1418385,86.01,0.0233,2842589.51,0.8258
2024-08-01,Middle East & Africa,E-commerce,Debit,944583,42.21,0.0239,952978.57,0.8227
2024-08-01,Middle East & Africa,E-commerce,Prepaid,247944,27.16,0.0235,158243.89,0.8364
2024-08-01,Middle East & Africa,Fuel,Credit,1341919,87.57,0.0146,1715642.18,0.8349
2024-08-01,Middle East & Africa,Fuel,Debit,1053072,41.41,0.0147,641006.59,0.8307
2024-08-01,Middle East & Africa,Fuel,Prepaid,256370,28.01,0.0149,106983.16,0.8281
2024-09-01,North America,Retail,Credit,6109778,82.61,0.0178,8984353.73,0.9676
2024-09-01,North America,Retail,Debit,4915644,44.06,0.0175,3790588.53,0.9606
2024-09-01,North America,Retail,Prepaid,1291273,29.33,0.0185,700582.95,0.9523
2024-09-01,North America,Travel,Credit,6601305,87.69,0.0217,12561219.27,0.968
2024-09-01,North America,Travel,Debit,4371542,40.82,0.0227,4050883.71,0.9667
2024-09-01,North America,Travel,Prepaid,1297326,28.95,0.0218,818750.39,0.9666
2024-09-01,North America,Dining,Credit,6105950,87.6,0.0196,10484005.44,0.9638
2024-09-01,North America,Dining,Debit,5017625,42.84,0.0189,4062873.91,0.9686
2024-09-01,North America,Dining,Prepaid,1251003,27.13,0.0196,665146.11,0.9694
2024-09-01,North America,Healthcare,Credit,6832888,83.38,0.016,9115285.9,0.9598
2024-09-01,North America,Healthcare,Debit,4397405,40.82,0.0157,2818113.32,0.9605
2024-09-01,North America,Healthcare,Prepaid,1139463,27.16,0.0164,507620.79,0.9529
2024-09-01,North America,E-commerce,Credit,6663201,87.93,0.0246,14412435.81,0.9566
2024-09-01,North America,E-commerce,Debit,4345945,43.75,0.0241,4582500.99,0.9653
2024-09-01,North America,E-commerce,Prepaid,1307053,29.29,0.0245,937933.82,0.9576
2024-09-01,North America,Fuel,Credit,6895015,81.61,0.0144,8102789.53,0.9562
2024-09-01,North America,Fuel,Debit,4432187,43.88,0.0142,2761962.02,0.9656
2024-09-01,North America,Fuel,Prepaid,1329677,27.09,0.0146,525862.53,0.969
2024-09-01,Europe,Retail,Credit,4979336,87.44,0.0185,8054720.6,0.9348
2024-09-01,Europe,Retail,Debit,3579671,41.19,0.0176,2594976.44,0.9435
2024-09-01,Europe,Retail,Prepaid,873420,29.26,0.0182,465070.16,0.9484
2024-09-01,Europe,Travel,Credit,4745993,88.95,0.0227,9583380.73,0.9312
2024-09-01,Europe,Travel,Debit,3587259,43.96,0.0226,3564222.01,0.9348
2024-09-01,Europe,Travel,Prepaid,938541,26.99,0.0169,428157.94,0.9446
2024-09-01,Europe,Dining,Credit,4627293,82.18,0.0201,7643170.85,0.9472
2024-09-01,Europe,Dining,Debit,3297189,42.58,0.0197,2766042.7,0.9473
2024-09-01,Europe,Dining,Prepaid,920868,27.3,0.0192,482659.44,0.9319
2024-09-01,Europe,Healthcare,Credit,4641714,80.76,0.0156,5847955.67,0.9379
2024-09-01,Europe,Healthcare,Debit,3660782,43.62,0.0165,2634479.77,0.9399
2024-09-01,Europe,Healthcare,Prepaid,910775,26.88,0.016,391764.4,0.9396
2024-09-01,Europe,E-commerce,Credit,5111084,86.59,0.0242,10710270.88,0.9337
2024-09-01,Europe,E-commerce,Debit,3288709,41.14,0.0245,3314676.96,0.9366
2024-09-01,Europe,E-commerce,Prepaid,995920,27.08,0.0234,631000.26,0.9377
2024-09-01,Europe,Fuel,Credit,5009029,88.38,0.0145,6419415.31,0.9324
2024-09-01,Europe,Fuel,Debit,3582540,41.93,0.0146,2193021.12,0.9312
2024-09-01,Europe,Fuel,Prepaid,994550,29.09,0.0142,410845.21,0.9336
2024-09-01,Asia Pacific,Retail,Credit,4270425,82.36,0.0177,6225673.81,0.9136
2024-09-01,Asia Pacific,Retail,Debit,3451781,41.01,0.0182,2576605.53,0.906
2024-09-01,Asia Pacific,Retail,Prepaid,840364,28.2,0.0175,414733.69,0.9162
2024-09-01,Asia Pacific,Travel,Credit,4308619,84.38,0.0218,7926072.54,0.9063
2024-09-01,Asia Pacific,Travel,Debit,3419771,40.74,0.0221,3078901.27,0.9014
2024-09-01,Asia Pacific,Travel,Prepaid,831000,26.83,0.0217,483806.9,0.9163
2024-09-01,Asia Pacific,Dining,Credit,4421570,84.91,0.0194,7283219.23,0.9129
2024-09-01,Asia Pacific,Dining,Debit,3115297,40.68,0.0196,2483699.89,0.917
2024-09-01,Asia Pacific,Dining,Prepaid,858870,27.34,0.0194,455495.04,0.9094
2024-09-01,Asia Pacific,Healthcare,Credit,4361643,81.27,0.0212,7515143.23,0.9146
2024-09-01,Asia Pacific,Healthcare,Debit,3422677,41.34,0.0156,2207507.6,0.9108
2024-09-01,Asia Pacific,Healthcare,Prepaid,943264,28.15,0.0161,427502.69,0.9162
2024-09-01,Asia Pacific,E-commerce,Credit,4793821,85.3,0.0239,9773233.59,0.9167
2024-09-01,Asia Pacific,E-commerce,Debit,3319932,41.9,0.0245,3408100.72,0.9023
2024-09-01,Asia Pacific,E-commerce,Prepaid,933730,28.01,0.0243,635443.4,0.9173
2024-09-01,Asia Pacific,Fuel,Credit,4780717,86.02,0.0147,6045351.11,0.9031
2024-09-01,Asia Pacific,Fuel,Debit,3470528,44.03,0.0142,2170078.49,0.9186
2024-09-01,Asia Pacific,Fuel,Prepaid,920493,27.79,0.0142,363183.63,0.9189
2024-09-01,Latin America,Retail,Credit,2124370,86.08,0.0185,3383072.65,0.8758
2024-09-01,Latin America,Retail,Debit,1507873,43.74,0.0184,1213547.29,0.8625
2024-09-01,Latin America,Retail,Prepaid,405409,27.51,0.0179,199658.04,0.8661
2024-09-01,Latin America,Travel,Credit,2132189,87.44,0.0225,4194661.41,0.8721
2024-09-01,Latin America,Travel,Debit,1574302,41.64,0.0219,1435653.87,0.8639
2024-09-01,Latin America,Travel,Prepaid,418607,29.23,0.0223,272869.7,0.8774
2024-09-01,Latin America,Dining,Credit,2168088,83.18,0.019,3426563.34,0.8706
2024-09-01,Latin America,Dining,Debit,1529453,41.51,0.0194,1231623.2,0.8697
2024-09-01,Latin America,Dining,Prepaid,419996,27.37,0.019,218419.77,0.8638
2024-09-01,Latin America,Healthcare,Credit,2183877,81.08,0.0162,2868501.38,0.8768
2024-09-01,Latin America,Healthcare,Debit,1526347,43.03,0.0157,1031207.27,0.8773
2024-09-01,Latin America,Healthcare,Prepaid,439023,28.89,0.0155,196583.33,0.8666
2024-09-01,Latin America,E-commerce,Credit,2071120,86.67,0.024,4307973.72,0.863
2024-09-01,Latin America,E-commerce,Debit,1661227,43.99,0.0235,1717385.54,0.869
2024-09-01,Latin America,E-commerce,Prepaid,434319,27.77,0.0237,285815.36,0.8725
2024-09-01,Latin America,Fuel,Credit,2039381,87.75,0.0142,2541279.01,0.8742
2024-09-01,Latin America,Fuel,Debit,1633768,43.35,0.0148,1048151.12,0.8703
2024-09-01,Latin America,Fuel,Prepaid,390275,28.02,0.0092,100603.16,0.8637
2024-09-01,Middle East & Africa,Retail,Credit,1417007,81.0,0.0184,2111804.49,0.8249
2024-09-01,Middle East & Africa,Retail,Debit,1032624,40.95,0.0184,778020.85,0.8293
2024-09-01,Middle East & Africa,Retail,Prepaid,275256,27.37,0.0182,137100.03,0.8354
2024-09-01,Middle East & Africa,Travel,Credit,1342700,81.8,0.0222,2438376.51,0.8222
2024-09-01,Middle East & Africa,Travel,Debit,960394,40.65,0.0221,862696.31,0.8361
2024-09-01,Middle East & Africa,Travel,Prepaid,261586,27.06,0.0218,154299.35,0.8365
2024-09-01,Middle East & Africa,Dining,Credit,1395041,83.17,0.0197,2285788.44,0.8281
2024-09-01,Middle East & Africa,Dining,Debit,927522,43.95,0.0196,799034.25,0.8359
2024-09-01,Middle East & Africa,Dining,Prepaid,264083,27.35,0.0197,142304.47,0.8285
2024-09-01,Middle East & Africa,Healthcare,Credit,1238576,87.27,0.0163,1761963.79,0.8218
2024-09-01,Middle East & Africa,Healthcare,Debit,1044951,42.42,0.0161,713742.51,0.8218
2024-09-01,Middle East & Africa,Healthcare,Prepaid,247778,27.46,0.0163,110885.9,0.8378
2024-09-01,Middle East & Africa,E-commerce,Credit,1372240,83.95,0.0239,2753270.55,0.8275
2024-09-01,Middle East & Africa,E-commerce,Debit,941497,42.74,0.024,965845.4,0.8354
2024-09-01,Middle East & Africa,E-commerce,Prepaid,253754,28.03,0.0234,166451.05,0.8327
2024-09-01,Middle East & Africa,Fuel,Credit,1415287,86.25,0.0144,1757835.53,0.8318
2024-09-01,Middle East & Africa,Fuel,Debit,948788,40.17,0.0142,541176.57,0.8381
2024-09-01,Middle East & Africa,Fuel,Prepaid,263803,27.33,0.0148,106708.82,0.8335
2024-10-01,North America,Retail,Credit,6870488,82.02,0.018,10143857.69,0.9651
2024-10-01,North America,Retail,Debit,5026269,43.27,0.0186,4045245.11,0.9619
2024-10-01,North America,Retail,Prepaid,1275131,28.62,0.0185,675134.01,0.963
2024-10-01,North America,Travel,Credit,6979193,84.31,0.022,12944810.25,0.9579
2024-10-01,North America,Travel,Debit,4372923,42.3,0.0226,4180681.73,0.954
2024-10-01,North America,Travel,Prepaid,1288263,28.1,0.0164,593619.28,0.9655
2024-10-01,North America,Dining,Credit,6885127,85.06,0.02,11713277.73,0.9666
2024-10-01,North America,Dining,Debit,4981637,40.66,0.0202,4091655.43,0.9523
2024-10-01,North America,Dining,Prepaid,1169193,28.86,0.0195,658063.41,0.965
2024-10-01,North America,Healthcare,Credit,6136824,83.6,0.0164,8414120.62,0.9521
2024-10-01,North America,Healthcare,Debit,4614773,41.19,0.0165,3136342.83,0.9655
2024-10-01,North America,Healthcare,Prepaid,1209646,27.42,0.016,530760.6,0.9667
2024-10-01,North America,E-commerce,Credit,6434164,85.71,0.0249,13731719.26,0.9685
2024-10-01,North America,E-commerce,Debit,4400056,42.0,0.0249,4601798.23,0.9671
2024-10-01,North America,E-commerce,Prepaid,1219662,26.75,0.0241,786325.97,0.9668
2024-10-01,North America,Fuel,Credit,6089551,84.23,0.0145,7437216.71,0.9613
2024-10-01,North America,Fuel,Debit,5031510,41.23,0.0147,3049414.63,0.9641
2024-10-01,North America,Fuel,Prepaid,1298684,28.37,0.0147,541542.54,0.9538
2024-10-01,Europe,Retail,Credit,4952818,83.07,0.0177,7282758.64,0.9449
2024-10-01,Europe,Retail,Debit,3355252,41.96,0.0186,2618390.89,0.945
2024-10-01,Europe,Retail,Prepaid,870942,28.37,0.0184,454699.03,0.9382
2024-10-01,Europe,Travel,Credit,5209461,81.07,0.0222,9375825.2,0.9343
2024-10-01,Europe,Travel,Debit,3471181,41.25,0.0217,3107389.1,0.9463
2024-10-01,Europe,Travel,Prepaid,886238,28.35,0.0226,567916.15,0.9353
2024-10-01,Europe,Dining,Credit,4998608,81.85,0.0196,8018666.34,0.9378
2024-10-01,Europe,Dining,Debit,3593387,43.36,0.0194,3022709.69,0.9362
2024-10-01,Europe,Dining,Prepaid,901194,28.27,0.0201,512079.79,0.937
2024-10-01,Europe,Healthcare,Credit,5149453,83.66,0.0167,7194691.77,0.9475
2024-10-01,Europe,Healthcare,Debit,3463329,43.88,0.0159,2416444.55,0.9479
2024-10-01,Europe,Healthcare,Prepaid,917987,28.64,0.016,420600.68,0.9331
2024-10-01,Europe,E-commerce,Credit,5030066,82.19,0.0245,10128370.24,0.9375
2024-10-01,Europe,E-commerce,Debit,3628461,43.58,0.0237,3747769.16,0.9354
2024-10-01,Europe,E-commerce,Prepaid,937581,29.39,0.0237,652956.7,0.943
2024-10-01,Europe,Fuel,Credit,4967611,86.61,0.0143,6152704.56,0.9384
2024-10-01,Europe,Fuel,Debit,3475235,41.89,0.0148,2154675.16,0.9335
2024-10-01,Europe,Fuel,Prepaid,961519,27.44,0.0148,390528.89,0.943
2024-10-01,Asia Pacific,Retail,Credit,4698164,85.9,0.018,7264122.9,0.9034
2024-10-01,Asia Pacific,Retail,Debit,3523313,42.92,0.0178,2691652.45,0.903
2024-10-01,Asia Pacific,Retail,Prepaid,826215,27.16,0.0178,399376.26,0.9045
2024-10-01,Asia Pacific,Travel,Credit,4405475,82.46,0.0224,8137787.14,0.9137
2024-10-01,Asia Pacific,Travel,Debit,3236710,41.98,0.0217,2948862.16,0.9047
2024-10-01,Asia Pacific,Travel,Prepaid,941625,26.61,0.0221,553703.21,0.9131
2024-10-01,Asia Pacific,Dining,Credit,4877224,86.44,0.0202,8515735.85,0.9036
2024-10-01,Asia Pacific,Dining,Debit,3126808,42.94,0.0198,2658385.74,0.9027
2024-10-01,Asia Pacific,Dining,Prepaid,846206,29.37,0.0195,484606.23,0.9063
2024-10-01,Asia Pacific,Healthcare,Credit,4552947,82.23,0.0159,5953141.88,0.9016
2024-10-01,Asia Pacific,Healthcare,Debit,3234148,41.21,0.0165,2199287.27,0.9143
2024-10-01,Asia Pacific,Healthcare,Prepaid,823536,26.73,0.0165,363195.91,0.9164
2024-10-01,Asia Pacific,E-commerce,Credit,4698803,83.79,0.0239,9409619.39,0.9089
2024-10-01,Asia Pacific,E-commerce,Debit,3411496,40.29,0.0249,3422518.03,0.9157
2024-10-01,Asia Pacific,E-commerce,Prepaid,835917,29.29,0.0242,592603.4,0.9058
2024-10-01,Asia Pacific,Fuel,Credit,4495388,87.55,0.015,5903510.46,0.9127
2024-10-01,Asia Pacific,Fuel,Debit,3505246,42.82,0.0144,2161560.26,0.902
2024-10-01,Asia Pacific,Fuel,Prepaid,942941,27.76,0.0144,377001.24,0.9117
2024-10-01,Latin America,Retail,Credit,2259095,82.29,0.0185,3439197.03,0.8679
2024-10-01,Latin America,Retail,Debit,1539093,42.77,0.0178,1171850.85,0.8759
2024-10-01,Latin America,Retail,Prepaid,445791,29.18,0.0179,232823.42,0.8633
2024-10-01,Latin America,Travel,Credit,2124292,82.97,0.0217,3824850.4,0.8668
2024-10-01,Latin America,Travel,Debit,1626262,43.12,0.0226,1584944.9,0.8713
2024-10-01,Latin America,Travel,Prepaid,418710,28.48,0.023,274229.08,0.8672
2024-10-01,Latin America,Dining,Credit,2162845,81.56,0.02,3528013.65,0.8728
2024-10-01,Latin America,Dining,Debit,1511372,42.74,0.0196,1266095.45,0.868
2024-10-01,Latin America,Dining,Prepaid,436879,29.37,0.0199,255303.24,0.8622
2024-10-01,Latin America,Healthcare,Credit,2204321,87.97,0.0159,3083065.81,0.8761
2024-10-01,Latin America,Healthcare,Debit,1667796,41.96,0.0158,1105825.06,0.8655
2024-10-01,Latin America,Healthcare,Prepaid,445572,27.22,0.0158,191655.01,0.8725
2024-10-01,Latin America,E-commerce,Credit,2121531,84.65,0.024,4310219.69,0.8752
2024-10-01,Latin America,E-commerce,Debit,1561643,41.78,0.0249,1624521.59,0.8634
2024-10-01,Latin America,E-commerce,Prepaid,414225,26.89,0.0246,273980.87,0.8685
2024-10-01,Latin America,Fuel,Credit,2174577,81.52,0.0143,2535063.92,0.8718
2024-10-01,Latin America,Fuel,Debit,1604719,42.04,0.0145,978088.7,0.8649
2024-10-01,Latin America,Fuel,Prepaid,425769,27.62,0.0151,177555.09,0.8622
2024-10-01,Middle East & Africa,Retail,Credit,1287092,85.51,0.0182,2003108.15,0.832
2024-10-01,Middle East & Africa,Retail,Debit,979969,42.91,0.0184,773671.61,0.8236
2024-10-01,Middle East & Africa,Retail,Prepaid,269746,27.56,0.018,133795.2,0.8355
2024-10-01,Middle East & Africa,Travel,Credit,1446879,85.19,0.0221,2723937.66,0.8334
2024-10-01,Middle East & Africa,Travel,Debit,912672,40.49,0.0219,809292.29,0.8336
2024-10-01,Middle East & Africa,Travel,Prepaid,268181,28.31,0.0218,165512.3,0.8248
2024-10-01,Middle East & Africa,Dining,Credit,1439506,84.63,0.0197,2400098.94,0.8347
2024-10-01,Middle East & Africa,Dining,Debit,1018338,41.64,0.0193,818404.61,0.8371
2024-10-01,Middle East & Africa,Dining,Prepaid,272984,28.76,0.0199,156246.19,0.8292
2024-10-01,Middle East & Africa,Healthcare,Credit,1380945,81.89,0.0167,1888630.9,0.83
2024-10-01,Middle East & Africa,Healthcare,Debit,988981,43.83,0.0158,684856.54,0.8356
2024-10-01,Middle East & Africa,Healthcare,Prepaid,258292,29.18,0.0162,122095.64,0.8246
2024-10-01,Middle East & Africa,E-commerce,Credit,1363727,81.84,0.0247,2756745.16,0.8281
2024-10-01,Middle East & Africa,E-commerce,Debit,1000033,42.02,0.0249,1046264.36,0.8281
2024-10-01,Middle East & Africa,E-commerce,Prepaid,278870,28.73,0.025,200330.79,0.8262
2024-10-01,Middle East & Africa,Fuel,Credit,1446698,84.6,0.0151,1848081.1,0.8239
2024-10-01,Middle East & Africa,Fuel,Debit,970459,43.04,0.0149,622400.53,0.8267
2024-10-01,Middle East & Africa,Fuel,Prepaid,267349,28.59,0.015,114665.64,0.8372
2024-11-01,North America,Retail,Credit,6627265,86.06,0.0179,10208586.64,0.956
2024-11-01,North America,Retail,Debit,4625011,44.02,0.0185,3766607.89,0.9629
2024-11-01,North America,Retail,Prepaid,1339518,28.54,0.0183,699706.0,0.9566
2024-11-01,North America,Travel,Credit,6090261,84.83,0.0221,11418097.39,0.9614
2024-11-01,North America,Travel,Debit,4869236,43.04,0.0222,4652609.92,0.9666
2024-11-01,North America,Travel,Prepaid,1205254,28.86,0.0228,793156.18,0.9604
2024-11-01,North America,Dining,Credit,5996672,86.45,0.0194,10056868.18,0.9542
2024-11-01,North America,Dining,Debit,4932236,41.1,0.0194,3933031.25,0.9552
2024-11-01,North America,Dining,Prepaid,1315767,27.43,0.02,721734.87,0.9649
2024-11-01,North America,Healthcare,Credit,6003976,81.62,0.0165,8085841.59,0.9671
2024-11-01,North America,Healthcare,Debit,4924123,43.02,0.0166,3516321.24,0.9612
2024-11-01,North America,Healthcare,Prepaid,1195603,28.84,0.0165,568874.56,0.9559
2024-11-01,North America,E-commerce,Credit,6660399,84.04,0.025,13994200.06,0.9688
2024-11-01,North America,E-commerce,Debit,5103446,42.22,0.0241,5192634.09,0.9506
2024-11-01,North America,E-commerce,Prepaid,1198347,28.79,0.0245,845159.92,0.9671
2024-11-01,North America,Fuel,Credit,6832233,86.74,0.0151,8948613.79,0.9628
2024-11-01,North America,Fuel,Debit,4935971,42.43,0.0148,3099920.76,0.9653
2024-11-01,North America,Fuel,Prepaid,1340709,27.1,0.0145,526769.25,0.9635
2024-11-01,Europe,Retail,Credit,4623432,85.12,0.0179,7044292.43,0.9377
2024-11-01,Europe,Retail,Debit,3516114,40.45,0.0183,2602511.25,0.9416
